BibliographyType,ISBN,Identifier,Author,Title,Journal,Volume,Number,Month,Pages,Year,Address,Note,URL,Booktitle,Chapter,Edition,Series,Editor,Publisher,ReportType,Howpublished,Institution,Organizations,School,Annote,Custom1,Custom2,Custom3,Custom4,Custom5
6,"","chen:hal-01315584","Chen, Chen; Liu, Xue; Ugon, Adrien; Zhang, Xun; Amara, Amara; Garda, Patrick; Ganascia, Jean-Gabriel; Philippe, Carole & Pinna, Andrea","Symbolic Fusion: A Novel Decision Support Algorithm for Sleep Staging Application","",,,"October","",2015,"London, United Kingdom","","https://hal.sorbonne-universite.fr/hal-01315584","{5th EAI International Conference on Wireless Mobile Communication and Healthcare}","","","","","","","","","","","","","","Symbolic Fusion ; decision support ; sleep staging ; polysomnography (PSG)","https://hal.sorbonne-universite.fr/hal-01315584/file/mobihealth_Final.pdf",""
6,"","chen:hal-01316829","Chen, Chen; Liu, Xue; Ugon, Adrien; Zhang, Xun; Amara, Amara; Garda, Patrick; Ganascia, Jean-Gabriel; Philippe, Carole & Pinna, Andrea","Polysomnography Symbolic Fusion for Automatic Sleep Staging","",,,"May","",2016,"Compi{\`e}gne, France","","https://hal.archives-ouvertes.fr/hal-01316829","{5{\`e}mes Journ{\'e}es d'Etude sur la T{\'e}l{\'e}SANt{\'e} (JETSAN)}","","","","","","","","","","","","","","Automatic Sleep Staging ; Symbolic Fusion ; polysomnography (PSG)","https://hal.archives-ouvertes.fr/hal-01316829/file/Polysomnography%20%20Symbolic%20Fusion%20for%20Automatic%20Sleep%20Staging_v9.pdf",""
6,"","chen:hal-01396595","Chen, Chen; Ugon, Adrien; Zhang, Xun; Amara, Amara; Garda, Patrick; Ganascia, Jean-Gabriel; Philippe, Carole & Pinna, Andrea","Personalized sleep staging system using evolutionary algorithm and symbolic fusion","",,,"August","2266 - 2269",2016,"Orlando, FL, United States","","https://hal.sorbonne-universite.fr/hal-01396595","{38th Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC'16)}","","","","","","","","","","","","","","","https://hal.sorbonne-universite.fr/hal-01396595/file/EMBC_Final.pdf",""
6,"","chen:hal-01397723","Chen, Chen; Ugon, Adrien; Zhang, Xun; Amara, Amara; Garda, Patrick; Ganascia, Jean-Gabriel; Philippe, Carole & Pinna, Andrea","Personalized Sleep Staging System by combining Symbolic Fusion and Feedback System Control","",,,"June","",2016,"Nantes, France","","https://hal.archives-ouvertes.fr/hal-01397723","{11{\`e}me Colloque du GDR SoC-SiP}","","","","","","","","","","","","","","","https://hal.archives-ouvertes.fr/hal-01397723/file/Chen_Gdr_2016.pdf",""
6,"","chiche:hal-01698654","Chiche, Samuel; Goumba, Alain; Bonneau, Patricia; Guo, Xiaofeng & Colombert, Morgane","Recov'Heat : Outil d'estimation du potentiel de sources de chaleur fatale en milieu urbain","",,,"May","",2016,"Toulouse, France","","https://hal.archives-ouvertes.fr/hal-01698654","{Congr{\`e}s Fran{\c c}ais de Thermique}","","","","","","","","","","","","","","","",""
6,"","chihaoui:hal-01305985","Chihaoui, Takwa; Jlassi, Hejer; Kachouri, Rostom; Hamrouni, Kamel & Akil, Mohamed","Personal verification system based on retina and SURF descriptors","",,,"March","",2016,"Leipzig, Germany","","https://hal-upec-upem.archives-ouvertes.fr/hal-01305985","{13th IEEE International Multi-Conference on Systems, Signals \& Devices (SSD 2016)}","","","","","","","","","","","","","","Biometrics ; Retinal verification systems ; Optical Disc interest Ring (ODR) method ; Speeded up Robust Features (SURF) ","https://hal-upec-upem.archives-ouvertes.fr/hal-01305985/file/SSD_Takwa.pdf",""
6,"","chihaoui:hal-01309990","Chihaoui, Takwa; Kachouri, Rostom; Jlassi, Hejer; Akil, Mohamed & Hamrouni, Kamel","Human identification system based on the detection of optical Disc Ring in retinal images","",,,"November","263-267",2015,"Orl{\'e}ans, France","","https://hal-upec-upem.archives-ouvertes.fr/hal-01309990","{5th International Conference on Image Processing Theory, Tools and Applications}","","","","","{IEEE}","","","","","","","","","image enhancement ; Optical Disc Ring (ODR) extraction ; Scale Invariant Feature Transform (SIFT) descriptors. ; Biometrics ; retinal images ; preprocessing","https://hal-upec-upem.archives-ouvertes.fr/hal-01309990/file/IPTA_Takwa.pdf",""
6,"","claisse:hal-01237110","CLAISSE, Maxime; Jemai, Zied & Chu, Chengbin","Production order quantity under uncertainties and forecasts update: optimal control quantity using stochastic dynamic programming","",,,"October","",2015,"Metz, France","","https://hal.archives-ouvertes.fr/hal-01237110","{International Conference on Computers \& Industrial Engineering (45th Edition)}","","","","","","","","","","","","","","Production planning ; forecasts update ; stochastic dynamic programming","",""
6,"","couprie:hal-01360276","Couprie, Michel & Bertrand, Gilles","Homotopic thinning in 2D and 3D cubical complexes based on critical kernels","",9647,,"April","131-142",2016,"Nantes, France","","https://hal.archives-ouvertes.fr/hal-01360276","{19th IAPR international conference on Discrete Geometry for Computer Imagery (DGCI 2016)}","","","Discrete Geometry for Computer Imagery 19th IAPR International Conference, DGCI 2016, Nantes, France, April 18-20, 2016. Proceedings","","{Springer}","","","","","","","","","","https://hal.archives-ouvertes.fr/hal-01360276/file/Critical3Dcomplex.pdf",""
6,"","diet:hal-01239709","Diet, Antoine; Grzeskowiak, Marjorie; Le Bihan, Yann; Benamara, M.; Conessa, Christophe; Lissorgues, Gaelle Bazin & Alves, Francisco","Detection tube for small HF RFID tags, thanks to mutual coupling with a coil resonator","",,,"September","",2015,"Paris, France","","https://hal-centralesupelec.archives-ouvertes.fr/hal-01239709","{European Microwave Conference}","","","","","","","","","","","","","","","",""
6,"","duriez:hal-01287304","DURIEZ, B{\'e}n{\'e}dicte; Boggetto, Nicole; Bercher, Jean-Fran{\c c}ois; Chilaka, Sabarinadh; Maric, Chrystelle & Prioleau, Marie-No{\"e}lle","Replication synchrony of allelic loci in single living cells from early to late S-phase","",,,"September","",2015,"New York, United States","","https://hal-upec-upem.archives-ouvertes.fr/hal-01287304","{Cold Spring Harbor Laboratory Meeting : Eukaryotic DNA Replication \& Genome Maintenance}","","","","","","","","","","","","","","","",""
6,"","guimaraes:hal-01229844","Guimar{\~a}es, Silvio Jamil F.; Kleber G. do Patrocinio, Zenilton; Kenmochi, Yukiko; Cousty, Jean & Najman, Laurent","Hierarchical image segmentation relying on a likelihood ratio test","",LNCS,9280,"September","",2015,"Genova, Italy","","https://hal-upec-upem.archives-ouvertes.fr/hal-01229844","{ICIAP 2015}","","","Image Analysis and Processing - ICIAP 2015","","{Springer}","","","","","","","","","Hierarchical image segmentation ; Graph-based method ; Sta-tistical properties","https://hal-upec-upem.archives-ouvertes.fr/hal-01229844/file/2015-conf-iciap-sprt.pdf",""
6,"","guimaraes:hal-01229844","Guimar{\~a}es, Silvio Jamil F.; Kleber G. do Patrocinio, Zenilton; Kenmochi, Yukiko; Cousty, Jean & Najman, Laurent","Hierarchical image segmentation relying on a likelihood ratio test","",LNCS,9280,"September","",2015,"Genova, Italy","","https://hal-upec-upem.archives-ouvertes.fr/hal-01229844","{ICIAP 2015}","","","Image Analysis and Processing - ICIAP 2015","","{Springer}","","","","","","","","","Hierarchical image segmentation ; Graph-based method ; Sta-tistical properties","https://hal-upec-upem.archives-ouvertes.fr/hal-01229844/file/2015-conf-iciap-sprt.pdf",""
6,"","hendel:hal-01510084","Hendel, Martin; Azos Diaz, Karina & Tremeac, Brice","Behavioral Adaptation to Heat-Related Health Risks in Cities. ","",Procedia Engineering Volume 169,,"","",2016,"Singapour, Singapore","","https://hal.archives-ouvertes.fr/hal-01510084","{4th International Conference on Countermeasures to Urban Heat Island (IC2UHI)}","","","Fourth International Conference on Countermeasures to Urban Heat Island 2016 ","","{Elsevier Procedia}","","","","","","","","","","",""
6,"","herth:hal-01771668","Herth, Etienne; Lardet-Vieudrin, Franck; Deux, Florent; Valbin, Laurie; Algre, Emmanuelle; Schell, Jochen & Steger, Heinrich","Detection of out-of-plane and in-plane (XYZ) motions of piezoelectric microcantilever by 3D-Laser Doppler Vibrometry","",,,"May","",2016,"Budapest, France","","https://hal.archives-ouvertes.fr/hal-01771668","{2016 Symposium on Design, Test, Integration and Packaging of MEMS/MOEMS (DTIP)}","","","","","{IEEE}","","","","","","","","","","",""
6,"","herth:hal-01771668","Herth, Etienne; Lardet-Vieudrin, Franck; Deux, Florent; Valbin, Laurie; Algre, Emmanuelle; Schell, Jochen & Steger, Heinrich","Detection of out-of-plane and in-plane (XYZ) motions of piezoelectric microcantilever by 3D-Laser Doppler Vibrometry","",,,"May","",2016,"Budapest, France","","https://hal.archives-ouvertes.fr/hal-01771668","{2016 Symposium on Design, Test, Integration and Packaging of MEMS/MOEMS (DTIP)}","","","","","{IEEE}","","","","","","","","","","",""
6,"","isavudeen:hal-01263859","Isavudeen, Ali; Dokladalova, Eva; Ngan, Nicolas & Akil, Mohamed","Self-Adaptive Architecture for Multi-sensor Embedded Vision System","",,,"October","",2015,"Telc, Czech Republic","","https://hal-upec-upem.archives-ouvertes.fr/hal-01263859","{MEMICS'15}","","","","","{Kofroň, Jan, Vojnar, Tom{\'a}{\v s}}","","","","","","","","","","https://hal-upec-upem.archives-ouvertes.fr/hal-01263859/file/Memics_2015_for_Review%20%281%29.pdf",""
6,"","isavudeen:hal-01265219","Isavudeen, Ali; Ngan, Nicolas; Dokladalova, Eva & Akil, Mohamed","Auto-Adaptive Multi-Sensor Architecture","",,,"May","",2016,"Montr{\'e}al, Canada","","https://hal-upec-upem.archives-ouvertes.fr/hal-01265219","{IEEE International symposium on circuits and systems, ISCAS 2016}","","","","","","","","","{IEEE}","","","","","Adaptable hardware ; self-aware ; multi-stream ; vision system","https://hal-upec-upem.archives-ouvertes.fr/hal-01265219/file/ISCAS_2016_for_Review.pdf",""
6,"","julliand:hal-01510076","Julliand, Thibaut; Nozick, Vincent & Talbot, Hugues","Image Noise and Digital Image Forensics","",,,"October","3 - 17",2015,"tokyo, Japan","","https://hal-upec-upem.archives-ouvertes.fr/hal-01510076","{IWDW 2015}","","","Digital-Forensics and Watermarking: 14th International Workshop","","","","","","","","","","","noise ; digital forensics ; camera pipeline","https://hal-upec-upem.archives-ouvertes.fr/hal-01510076/file/iwdw2015.pdf",""
6,"","kachouri:hal-01305887","Kachouri, Rostom; Armas, Christian Medina & Akil, Mohamed","Gamma correction acceleration for real-time text extraction from complex colored images","",,,"September","",2015,"Quebec City, QC, Canada","","https://hal-upec-upem.archives-ouvertes.fr/hal-01305887","{ Image Processing (ICIP) 2015}","","","","","","","","","","","","","","OCR ; Scene Text ; Complex Images ; Text Extraction ; Gamma Correction ; Real-time","https://hal-upec-upem.archives-ouvertes.fr/hal-01305887/file/RK_ICIP_2015.pdf",""
6,"","kachouri:hal-01309999","Kachouri, Rostom; Soua, Mahmoud & Akil, Mohamed","Unsupervised Image Segmentation Based on Local pixel Clustering and Low-Level Region Merging","",,,"March","",2016,"Monastir, Tunisia","","https://hal-upec-upem.archives-ouvertes.fr/hal-01309999","{2nd IEEE International Conference on Advanced Technologies for Signal and Image Processing ATSIP'16}","","","","","","","","","","","","","","Similarity measure ; Color ; Region agglomeration ; K-means clustering ; Region based image segmentation ; Over-segmentation ; Texture ; Outlier region","https://hal-upec-upem.archives-ouvertes.fr/hal-01309999/file/ATSIP_2016.pdf",""
6,"","karami:hal-01270684","karami, armine; Basset, Philippe & Galayko, Dimitri","Electrostatic vibration energy harvester using an electret-charged mems transducer with an unstable auto-synchronous conditioning circuit","",660,,"December","012025",2015,"Boston, United States","","https://hal.sorbonne-universite.fr/hal-01270684","{The 15th International Conference on Micro and Nanotechnology for Power Generation and Energy Conversion Applications (PowerMEMS 2015)}","","","","","","","","","","","","","","","https://hal.sorbonne-universite.fr/hal-01270684/file/document-1.pdf",""
6,"","kubicka:hal-01318678","Kubi{\v c}ka, Mat{\v e}j; Klus{\'a}{\v c}ek, Jan; Sciarretta, Antonio; Cela, Arben; Mounier, Hugues; Thibault, Laurent & Niculescu, Silviu-Iulian","Performance of current eco-routing methods","",,,"June","",2016,"Gothenburg, Sweden","","https://hal-supelec.archives-ouvertes.fr/hal-01318678","{Intelligent Vehicles Symposium 2016}","","","","","","","","","","","","","","","https://hal-supelec.archives-ouvertes.fr/hal-01318678/file/paper.pdf",""
6,"","kupavskii:hal-01345861","Kupavskii, Andrey; Mustafa, Nabil & Pach, J{\'a}nos","New Lower Bounds for ϵ-nets","",,,"June","54",2016,"Boston, MA, United States","","https://hal.archives-ouvertes.fr/hal-01345861","{32nd Annual International Symposium on Computational Geometry (SoCG 2016)}","","","","","","","","","","","","","","","https://hal.archives-ouvertes.fr/hal-01345861/file/epsnetslowerbounds032216.pdf",""
6,"","laheurte:hal-01767100","Laheurte, Jean-Marc; Bezerra Cardoso, M.; Mostarshedi, S. & Baudoin, G.","Near ground wave propagation modeling for wireless network applications","",,,"September","",2015,"Torino, France","","https://hal-upec-upem.archives-ouvertes.fr/hal-01767100","{2015 IEEE-APS Topical Conference on Antennas and Propagation in Wireless Communications (APWC)}","","","","","{IEEE}","","","","","","","","","","",""
6,"","lahsencherif:hal-01207074","Lahsen Cherif, Iyad; Zitoune, Lynda & V{\`e}que, V{\'e}ronique","Performance Evaluation of Joint Transmission Coordinated-MultiPoint in Dense Very High Throughput WLANs Scenario","",,,"October","",2015,"Florida, United States","","https://hal-supelec.archives-ouvertes.fr/hal-01207074","{IEEE 40th Conference on Local Computer Networks (LCN), 2015 }","","","","","","","","","","","","","","","",""
6,"","latorre:hal-01257173","Latorre, Souad; Pointet, Jean-Marc & Raynaud, Michel","Apports, limites et enjeux du num\'erique dans les organisations","",,,"December","",2015,"Paris, France","","https://hal-upec-upem.archives-ouvertes.fr/hal-01257173","{Prospective du management et des formes de gouvernance : nouveau enjeux ? Rupture de paradigme ? Impact RH, organisationnels, territoriaux}","","","","RMA","","","","","{ESSEC}","","","","","Management ; num{\'e}rique","",""
6,"","laurens:hal-01349964","Laurens, Patricia; Le Bas, Christian; Schoen, Antoine & Lhuillery, St{\'e}phane","Technological contribution of MNEs to the growth of energy-greentech sector in the early post-Kyoto period","",,,"July","",2016,"Saint-{\'E}tienne, France","","https://hal.archives-ouvertes.fr/hal-01349964","{RIODD 2016}","","","","","","","","","","","","","","Kyoto Protocol ; Innovation ; Patent ; Energy cleantech ; MNE","https://hal.archives-ouvertes.fr/hal-01349964/file/RIODD_2016_Laurens_Le_Bas_Schoen_Lhuillery.pdf",""
6,"","laurens:hal-01775144","Laurens, Patricia; Schoen, Antoine; Le Bas, Christian; Villard, Lionel & Lar{\'e}do, Philippe","Market coverage of patent portfolios in MNE: Do patterns of R\&D internationalisation matter ?","",,,"September","",2015,"Lugano, Switzerland","","https://hal.archives-ouvertes.fr/hal-01775144","{Science and Technology Indicators (STI)}","","","","","","","","","","","","","","","",""
6,"","laurens:hal-01775144","Laurens, Patricia; Schoen, Antoine; Le Bas, Christian; Villard, Lionel & Lar{\'e}do, Philippe","Market coverage of patent portfolios in MNE: Do patterns of R\&D internationalisation matter ?","",,,"September","",2015,"Lugano, Switzerland","","https://hal.archives-ouvertes.fr/hal-01775144","{Science and Technology Indicators (STI)}","","","","","","","","","","","","","","","",""
6,"","laurens:hal-01775147","Laurens, Patricia; Schoen, Antoine; Villard, Lionel & Le Bas, Christian","International IP coverage in the pharma sector: do the location and internationalisation of R\&D matter","",,,"January","",2016,"Toulouse, France","","https://hal.archives-ouvertes.fr/hal-01775147","{3rd Geography of innovation Conference}","","","","","","","","","","","","","","","",""
6,"","laurens:hal-01775147","Laurens, Patricia; Schoen, Antoine; Villard, Lionel & Le Bas, Christian","International IP coverage in the pharma sector: do the location and internationalisation of R\&D matter","",,,"January","",2016,"Toulouse, France","","https://hal.archives-ouvertes.fr/hal-01775147","{3rd Geography of innovation Conference}","","","","","","","","","","","","","","","",""
6,"","laurens:hal-01775151","Laurens, Patricia; Le Bas, Christian; Schoen, Antoine & Lhuillery, St{\'e}phane","Technological contribution of MNEs to the growing energy greentech sector in the early post-Kyoto period","",,,"July","",2016,"Saint Etienne, France","","https://hal.archives-ouvertes.fr/hal-01775151","{11{\`e}me congr{\`e}s du R{\'e}deau International de recherche sur les Organisations et le d{\'e}veloppement Durable (RIODD)}","","","","","","","","","","","","","","Technological ; contribution ; MNEs ; energy ; greentech ; Kyoto","",""
6,"","laurens:hal-01775254","Laurens, Patricia; Le Bas, Christian & Schoen, Antoine","International IP Coverage in the Pharma Sector: do Internationalisation of R\&D and Firm Strategy Matter?","",,,"June","",2016,"PARIS, France","","https://hal.archives-ouvertes.fr/hal-01775254","{Forum Innovation VII - (R{\'e}seau de Recherche sur l'Innovation)}","","","","","","","","","","","","","","","",""
6,"","leprince:hal-01721166","Leprince, Yamin Wang; Song, Qing Hua; Cai, Hong; Gu, Yuan Dong; Wu, Wu; Zhang, Wu; Zhu, Wei Ming; Liang, Qing Xuan; Yang, Zhen Chuan; Jin, Yu Feng; Hao, Yu Long; Kwong, Dim-Lee; Bourouina, Tarik; Leprince-Wang, Yamin & Liu, Ai-Qun","Tunable metamaterials for terahertz ultra-broadband absorption driven by microfluidics","",,,"January","",2016,"Shanghai, France","","https://hal-upec-upem.archives-ouvertes.fr/hal-01721166","{2016 IEEE 29th International Conference on Micro-Electro-Mechanical Systems (MEMS)}","","","","","{IEEE}","","","","","","","","","","",""
6,"","leprince:hal-01721174","Leprince, Yamin Wang; Song, Qinghua; Wu, Wu; Cai, Hong; Gu, Yuan Dong; Wu, Pin Chieh; Zhu, Weiming; Liang, Qing Xuan; Yang, Zhenchuan; Jin, Yufeng; Hao, Yulong; Kwong, Dim-Lee; Bourouina, Tarik; Leprince-Wang, Yamin & Liu, Ai Qun","A Tunable Metamaterial for Wide-Angle and Broadband Absorption through Meta-Water-Capsule Coatings","",,,"","",2016,"San Jose, France","","https://hal-upec-upem.archives-ouvertes.fr/hal-01721174","{CLEO: QELS\_Fundamental Science}","","","","","{OSA}","","","","","","","","","","",""
6,"","liu:hal-01352204","Liu, Ming; Xu, Lujun; Chu, Chengbin & Chu, Feng","Framework branch-and-price algorithm for yard management problem at container terminals","",,,"April","(elec. proc.)",2016,"Mexico City, Mexico","","https://hal.archives-ouvertes.fr/hal-01352204","{13th IEEE International Conference on Networking, Sensing and Control (ICNSC 2016)}","","","","","","","","","","","","","","","",""
6,"","louzri:hal-01722768","Louzri, Hamza; Maali, Abdelmadjid & Baudoin, Genevi{\`e}ve","Impulsive acoustic source localization via wireless sensor Imote2","",,,"December","",2015,"Boumerdes, Algeria","","https://hal.archives-ouvertes.fr/hal-01722768","{2015 4th International Conference on Electrical Engineering (ICEE)}","","","","","{IEEE}","","","","","","","","","","",""
6,"","lu:hal-01270683","Lu, Y.; Cottone, F.; Boisseau, S.; Galayko, Dimitri; Marty, Fr{\'e}d{\'e}ric & Basset, Philippe","Low-Frequency MEMS Electrostatic Vibration Energy Harvester With Corona-Charged Vertical Electrets and Nonlinear Stoppers","",660,,"December","012003",2015,"Boston, United States","","https://hal.sorbonne-universite.fr/hal-01270683","{The 15th International Conference on Micro and Nanotechnology for Power Generation and Energy Conversion Applications (PowerMEMS 2015)}","","","","","","","","","","","","","","","https://hal.sorbonne-universite.fr/hal-01270683/file/document.pdf",""
6,"","lu:hal-01521768","Lu, Yingxian; Cottone, Francesco; Boisseau, S{\'e}bastien; Marty, Fr{\'e}d{\'e}ric; Galayko, Dimitri & Basset, Philippe","Low-frequency and ultra-wideband MEMS electrostatic vibration energy harvester powering an autonomous wireless temperature sensor node","",,,"January","",2016,"Shanghai, China","","https://hal.archives-ouvertes.fr/hal-01521768","{Micro Electro Mechanical Systems (MEMS), 2016 IEEE 29th International Conference on}","","","","","","","","","","","","","","","",""
6,"","merveille:hal-01472645","Merveille, Odyss{\'e}e; Miraucourt, Olivia; Salmon, St{\'e}phanie; Passat, Nicolas & Talbot, Hugues","A variational model for thin structure segmentation based on a directional regularization","",,,"","4324-4328",2016,"Phoenix, United States","","https://hal.archives-ouvertes.fr/hal-01472645","{International Conference on Image Processing (ICIP)}","","","","","{IEEE}","","","","","","","","","segmentation ; total variation ; weighted total variation ; Chan-Vese model","https://hal.archives-ouvertes.fr/hal-01472645/file/ICIP_16_revision.pdf",""
6,"","mustafa:hal-01188986","Mustafa, Nabil & Pach, Janos","On the Zarankiewicz Problem for Intersection Hypergraphs","",,,"September","",2015,"Los Angeles, United States","","https://hal.archives-ouvertes.fr/hal-01188986","{Proc. of the 23rd International Symposium on Graph Drawing and Network Visualization (GD '15)}","","","","","","","","","","","","","","","https://hal.archives-ouvertes.fr/hal-01188986/file/intersectionhypergraphs.pdf",""
6,"","natowicz:hal-02001970","Natowicz, Ren{\'e}; Kubicka, Matej; Klusacek, Jan; Sciarretta, Antonio; Cela, Arben; Mounier, Hugues; Thibault, Laurent & Niculescu, S.","Performance of current eco-routing methods","",,,"June","472-477",2016,"Gothenburg, Sweden","","https://hal.archives-ouvertes.fr/hal-02001970","{2016 IEEE Intelligent Vehicles Symposium (IV)}","","","","","{IEEE}","","","","","","","","","","",""
6,"","paradeise:hal-01276663","Paradeise, Catherine & Schoen, Antoine","Building a large fieldwork investigation. The PrestEnce project","",,,"October","",2015,"Valence, Spain","","https://hal-upec-upem.archives-ouvertes.fr/hal-01276663","{INGENIO-PrestEnce workshop}","","","","","","","","","{Carolina CANIBANO SANCHEZ}","","","","","Sample choice ; semi-open interview and analysis ; Ideal-type ; CV analysis","",""
6,"","passat:hal-01472890","Passat, Nicolas; Salmon, St{\'e}phanie; Armspach, Jean-Paul; Naegel, Beno{\^i}t; Prud'Homme, Christophe; Talbot, Hugues; Fortin, Alexandre; Garnotel, Simon; Merveille, Odyss{\'e}e; Miraucourt, Olivia; Tarabay, Ranine; Chabannes, Vincent; Dufour, Alice; Jezierska, Anna; Bal{\'e}dent, Olivier; DURAND, Emmanuel; Najman, Laurent; Szopos, Marcela; Ancel, Alexandre; Baruthio, Joseph; Delbany, Maya; Fall, Sidy; Pag{\'e}, Gwenael; G{\'e}nevaux, Olivier; Ismail, Mourad; Loureiro De Sousa, Paulo; Thiriet, Marc & Jomier, Julien","From real MRA to virtual MRA: Towards an open-source framework","",9902,,"","335-343",2016,"Ath{\`e}ne, France","","https://hal.archives-ouvertes.fr/hal-01472890","{Medical Image Computing and Computer-Assisted Intervention (MICCAI)}","","","Lecture Notes in Computer Science","","{Springer}","","","","","","","","","","https://hal.archives-ouvertes.fr/hal-01472890/file/Passat_MICCAI16.pdf",""
6,"","pellegrino:hal-01395020","PELLEGRINO, Massimo; CESAR, William; Marty, Fr{\'e}d{\'e}ric; CAPO CHICHI, Martine; Lebental, B{\'e}reng{\`e}re & Bourouina, Tarik","Robust Multi-Parameter Sensing Probe for Water Monitoring Based on ALD-Coated Metallic Micro-patterns and Carbon Nanotube Printing","",,,"April","2p",2016,"Matsushima Bay, Japan","IEEE NEMS 2016 - The 11th Annual IEEE International Conference on Nano/Micro Engineered and Molecular Systems, Matsushima Bay, JAPON, 17-/04/2016 - 20/04/2016","https://hal.archives-ouvertes.fr/hal-01395020","{IEEE NEMS 2016 - The 11th Annual IEEE International Conference on Nano/Micro Engineered and Molecular Systems}","","","","","","","","","","","","","","ATOMIC LAYER DEPOSITION ; MICRO ENGINEERED AND MOLECULAR SYSTEM ; CONTROLE ; EAU ; NANOTUBE DE CARBONE ; CAPTEUR ; RESISTANCE (ELECTR)","https://hal.archives-ouvertes.fr/hal-01395020/file/doc00025932.pdf",""
6,"","puybareau:hal-01332927","Puybareau, {\'E}lodie; Talbot, Hugues & L{\'e}onard, Marc","Automated heart rate estimation in fish embryo","",,,"November","",2015,"Orl{\'e}ans, France","","https://hal-upec-upem.archives-ouvertes.fr/hal-01332927","{International Conference on Image Processing Theory, Tools and Applications (IPTA)}","","","","","","","","","","","","",""," Stabilization ; registration ; frequency analysis ; op-tical microscopy ; motion analysis","https://hal-upec-upem.archives-ouvertes.fr/hal-01332927/file/ipta_2015.pdf",""
6,"","puybareau:hal-01333003","Puybareau, {\'E}lodie; Bequignon, Emilie; Bottier, Mathieu; Pelle, Gabriel; Louis, Bruno; Escudier, Estelle; Papon, Jean-Fran{\c c}ois; Najman, Laurent; Talbot, Hugues & Coste, Andr{\'e}","Towards the in-vivo automated assessment of nasal cilia mobility","",,,"July","",2016,"Stockholm, Sweden","","https://hal-upec-upem.archives-ouvertes.fr/hal-01333003","{Congress of the European Rhinologic Society}","","","","","","","","","","","","","","","",""
6,"","robic:hal-01363469","Robic, Julie; Nkengne, A.; Perret, Benjamin; Couprie, Michel & Talbot, Hugues","Automated quantification of the epidermal aging process using in-vivo confocal microscopy","",,,"April","",2016,"Prague, Czech Republic","","https://hal.archives-ouvertes.fr/hal-01363469","{International Symposium on Biomedical Imaging}","","","","","","","","","","","","","","Reflectance confocal microscopy ; skin aging ; image segmentation ; classification","https://hal.archives-ouvertes.fr/hal-01363469/file/Robic%20-%20ISBI%202016%20-%20AUTOMATED%20QUANTIFICATION%20OF%20THE%20EPIDERMAL%20AGING%20PROCESS%20USING%20IN-VIVO%20CONFOCAL%20MICROSCOPY.pdf",""
6,"","robic:hal-01363469","Robic, Julie; Nkengne, A.; Perret, Benjamin; Couprie, Michel & Talbot, Hugues","Automated quantification of the epidermal aging process using in-vivo confocal microscopy","",,,"April","",2016,"Prague, Czech Republic","","https://hal.archives-ouvertes.fr/hal-01363469","{International Symposium on Biomedical Imaging}","","","","","","","","","","","","","","Reflectance confocal microscopy ; skin aging ; image segmentation ; classification","https://hal.archives-ouvertes.fr/hal-01363469/file/Robic%20-%20ISBI%202016%20-%20AUTOMATED%20QUANTIFICATION%20OF%20THE%20EPIDERMAL%20AGING%20PROCESS%20USING%20IN-VIVO%20CONFOCAL%20MICROSCOPY.pdf",""
6,"","robic:hal-01363469","Robic, Julie; Nkengne, A.; Perret, Benjamin; Couprie, Michel & Talbot, Hugues","Automated quantification of the epidermal aging process using in-vivo confocal microscopy","",,,"April","",2016,"Prague, Czech Republic","","https://hal.archives-ouvertes.fr/hal-01363469","{International Symposium on Biomedical Imaging}","","","","","","","","","","","","","","Reflectance confocal microscopy ; skin aging ; image segmentation ; classification","https://hal.archives-ouvertes.fr/hal-01363469/file/Robic%20-%20ISBI%202016%20-%20AUTOMATED%20QUANTIFICATION%20OF%20THE%20EPIDERMAL%20AGING%20PROCESS%20USING%20IN-VIVO%20CONFOCAL%20MICROSCOPY.pdf",""
6,"","robinson:hal-01711264","Robinson, Douglas K. R.; Lar{\'e}do, Philippe & Delemarle, Aur{\'e}lie","Institutionalising promises: The key role of promise champions in mediating and embedding visions of the future into institutions","",,,"","",2016,"Bareclona, Spain","","https://hal.archives-ouvertes.fr/hal-01711264","{4S/EASST. Science and technology by other means: Exploring collectives, spaces and futures.}","","","","","","","","","","","","","","","",""
6,"","robinson:hal-01711265","Robinson, Douglas K. R.; Schoen, Antoine; Laurens, Patricia; Horellou, Suzel; Colas, Pierre & Lar{\'e}do, Philippe","Assessing marine biotechnology research centres in peripheral regions: developing global and local STI indicators","",,,"","",2016,"Valencia, Spain","","https://hal.archives-ouvertes.fr/hal-01711265","{21st International Conference on Science and Technology Indicators }","","","","","","","","","","","","","","","",""
6,"","robinson:hal-01711268","Robinson, Douglas K. R.; Lar{\'e}do, Philippe & Schoen, Antoine","Assessing the territorial embedding of marine biotechnology public research organisations","",,,"","",2016,"Brussels, Belgium","","https://hal.archives-ouvertes.fr/hal-01711268","{Marine Knowledge: Supporting Marine Research Knowledge Exchange for Blue Growth. EUROPEAN PARLIAMENT}","","","","","","","","","","","","","","","",""
